elementary_invariant,row,column,row_monomial,column_monomial,gram_entry
e3,0,4,f0^3,f0*f1^2,-0.002135269740717744
e3,0,5,f0^3,f0*f1*f2,0.0016694237990595626
e3,0,6,f0^3,f0*f1*f3,-0.0004277264454197119
e3,0,7,f0^3,f0*f2^2,-0.002096791799589851
e3,0,8,f0^3,f0*f2*f3,0.000971580432071937
e3,0,9,f0^3,f0*f3^2,0.003505260504265764
e3,0,10,f0^3,f1^3,-0.0019507417701702407
e3,0,11,f0^3,f1^2*f2,0.0005491196732144049
e3,0,12,f0^3,f1^2*f3,0.000554046943703226
e3,0,13,f0^3,f1*f2^2,2.698430530722823e-05
e3,0,14,f0^3,f1*f2*f3,-0.0015440482699501023
e3,0,15,f0^3,f1*f3^2,0.004752894058988761
e3,0,16,f0^3,f2^3,0.0004923435270294508
e3,0,17,f0^3,f2^2*f3,0.001338102244190394
e3,0,18,f0^3,f2*f3^2,-0.0002697098657907678
e3,0,19,f0^3,f3^3,-0.0010779543647648653
e3,1,0,f0^2*f1,f0^3,-9.445249336993629e-05
e3,1,1,f0^2*f1,f0^2*f1,0.018005484304634736
e3,1,2,f0^2*f1,f0^2*f2,0.0004903845869798381
e3,1,3,f0^2*f1,f0^2*f3,0.002612736832540089
e3,1,4,f0^2*f1,f0*f1^2,0.0018814311470255962
e3,1,5,f0^2*f1,f0*f1*f2,-0.00024249893251983908
e3,1,6,f0^2*f1,f0*f1*f3,0.0005498315835818025
e3,1,7,f0^2*f1,f0*f2^2,-0.0015643652328327636
e3,1,8,f0^2*f1,f0*f2*f3,-0.005926227749020796
e3,1,9,f0^2*f1,f0*f3^2,-0.0028428466287864092
e3,1,10,f0^2*f1,f1^3,-0.004678806874702086
e3,1,11,f0^2*f1,f1^2*f2,-0.0007901972530203735
e3,1,12,f0^2*f1,f1^2*f3,0.0035568194123779804
e3,1,13,f0^2*f1,f1*f2^2,0.002058920663727048
e3,1,14,f0^2*f1,f1*f2*f3,-0.0058582111294507985
e3,1,15,f0^2*f1,f1*f3^2,-0.0016834836333168447
e3,1,16,f0^2*f1,f2^3,-0.00023901322472729222
e3,1,17,f0^2*f1,f2^2*f3,-0.0034795976929391805
e3,1,18,f0^2*f1,f2*f3^2,0.0011243339692781787
e3,1,19,f0^2*f1,f3^3,-0.00037407748083332205
e3,2,0,f0^2*f2,f0^3,-0.00042691067880923063
e3,2,1,f0^2*f2,f0^2*f1,0.0004903845869798381
e3,2,2,f0^2*f2,f0^2*f2,0.020731966961753393
e3,2,3,f0^2*f2,f0^2*f3,0.0027952517839751807
e3,2,4,f0^2*f2,f0*f1^2,-0.0005686142524059967
e3,2,5,f0^2*f2,f0*f1*f2,0.0015779100829659074
e3,2,6,f0^2*f2,f0*f1*f3,0.006586801313700855
e3,2,7,f0^2*f2,f0*f2^2,-0.0009666231485893532
e3,2,8,f0^2*f2,f0*f2*f3,-0.0014176997390582856
e3,2,9,f0^2*f2,f0*f3^2,0.0034153771928088746
e3,2,10,f0^2*f2,f1^3,0.0025445574183094
e3,2,11,f0^2*f2,f1^2*f2,-0.005221372249433718
e3,2,12,f0^2*f2,f1^2*f3,-0.0011820516279533668
e3,2,13,f0^2*f2,f1*f2^2,-0.00020115133444803632
e3,2,14,f0^2*f2,f1*f2*f3,-0.004496062390159771
e3,2,15,f0^2*f2,f1*f3^2,-0.0037249077100827664
e3,2,16,f0^2*f2,f2^3,-2.071093417214742e-05
e3,2,17,f0^2*f2,f2^2*f3,-0.004441870179500924
e3,2,18,f0^2*f2,f2*f3^2,-0.008247973383091193
e3,2,19,f0^2*f2,f3^3,0.0025859929218313
e3,3,0,f0^2*f3,f0^3,0.00010345901677959093
e3,3,1,f0^2*f3,f0^2*f1,0.002612736832540089
e3,3,2,f0^2*f3,f0^2*f2,0.0027952517839751807
e3,3,3,f0^2*f3,f0^2*f3,0.009365332449652807
e3,3,4,f0^2*f3,f0*f1^2,-0.001350502672120462
e3,3,5,f0^2*f3,f0*f1*f2,0.001986740250187728
e3,3,6,f0^2*f3,f0*f1*f3,-0.002131511962239703
e3,3,7,f0^2*f3,f0*f2^2,5.6680148170772106e-05
e3,3,8,f0^2*f3,f0*f2*f3,-0.0025578633093267193
e3,3,9,f0^2*f3,f0*f3^2,0.0010742618307622383
e3,3,10,f0^2*f3,f1^3,0.0005772110591761644
e3,3,11,f0^2*f3,f1^2*f2,0.00333987133184406
e3,3,12,f0^2*f3,f1^2*f3,0.0034603143547725992
e3,3,13,f0^2*f3,f1*f2^2,-0.002580053658625026
e3,3,14,f0^2*f3,f1*f2*f3,-0.0027119475225550562
e3,3,15,f0^2*f3,f1*f3^2,-0.0015885135947079794
e3,3,16,f0^2*f3,f2^3,0.001811477695618576
e3,3,17,f0^2*f3,f2^2*f3,-0.002307101159286464
e3,3,18,f0^2*f3,f2*f3^2,-0.0032169383949774612
e3,3,19,f0^2*f3,f3^3,-0.002008834644913824
e3,4,0,f0*f1^2,f0^3,-0.002135269740717744
e3,4,1,f0*f1^2,f0^2*f1,0.0018814311470255962
e3,4,2,f0*f1^2,f0^2*f2,-0.0005686142524059967
e3,4,3,f0*f1^2,f0^2*f3,-0.001350502672120462
e3,4,4,f0*f1^2,f0*f1^2,0.022199066494979533
e3,4,5,f0*f1^2,f0*f1*f2,0.0006234866800502616
e3,4,6,f0*f1^2,f0*f1*f3,-0.0029313038779640874
e3,4,7,f0*f1^2,f0*f2^2,-0.0056221389432121426
e3,4,8,f0*f1^2,f0*f2*f3,0.0009032488134845739
e3,4,9,f0*f1^2,f0*f3^2,-0.00896946379114803
e3,4,10,f0*f1^2,f1^3,6.076843460118587e-05
e3,4,11,f0*f1^2,f1^2*f2,0.0011520325712219206
e3,4,12,f0*f1^2,f1^2*f3,0.001787652852399545
e3,4,13,f0*f1^2,f1*f2^2,0.0010935143774175894
e3,4,14,f0*f1^2,f1*f2*f3,-0.008198863299420888
e3,4,15,f0*f1^2,f1*f3^2,-0.0016479099834599451
e3,4,16,f0*f1^2,f2^3,-0.0034115033382160933
e3,4,17,f0*f1^2,f2^2*f3,-0.004255069793055359
e3,4,18,f0*f1^2,f2*f3^2,0.006727874114770494
e3,4,19,f0*f1^2,f3^3,0.00240428585052862
e3,5,0,f0*f1*f2,f0^3,0.0016694237990595626
e3,5,1,f0*f1*f2,f0^2*f1,-0.00024249893251983908
e3,5,2,f0*f1*f2,f0^2*f2,0.0015779100829659074
e3,5,3,f0*f1*f2,f0^2*f3,0.001986740250187728
e3,5,4,f0*f1*f2,f0*f1^2,0.0006234866800502616
e3,5,5,f0*f1*f2,f0*f1*f2,0.05211391147498195
e3,5,6,f0*f1*f2,f0*f1*f3,0.005872137205307064
e3,5,7,f0*f1*f2,f0*f2^2,0.002844355421885339
e3,5,8,f0*f1*f2,f0*f2*f3,0.01341361708596791
e3,5,9,f0*f1*f2,f0*f3^2,0.007507852607366115
e3,5,10,f0*f1*f2,f1^3,-0.0008939277235819797
e3,5,11,f0*f1*f2,f1^2*f2,-0.0023005565508862277
e3,5,12,f0*f1*f2,f1^2*f3,0.025972701124552054
e3,5,13,f0*f1*f2,f1*f2^2,0.0017686654846350142
e3,5,14,f0*f1*f2,f1*f2*f3,-0.001964446751874304
e3,5,15,f0*f1*f2,f1*f3^2,-0.0016967552602555737
e3,5,16,f0*f1*f2,f2^3,0.00032282350476987805
e3,5,17,f0*f1*f2,f2^2*f3,-0.01015379675856463
e3,5,18,f0*f1*f2,f2*f3^2,0.005307597085970125
e3,5,19,f0*f1*f2,f3^3,-0.005576953455163329
e3,6,0,f0*f1*f3,f0^3,-0.0004277264454197119
e3,6,1,f0*f1*f3,f0^2*f1,0.0005498315835818025
e3,6,2,f0*f1*f3,f0^2*f2,0.006586801313700855
e3,6,3,f0*f1*f3,f0^2*f3,-0.002131511962239703
e3,6,4,f0*f1*f3,f0*f1^2,-0.0029313038779640874
e3,6,5,f0*f1*f3,f0*f1*f2,0.005872137205307064
e3,6,6,f0*f1*f3,f0*f1*f3,0.04577591156414655
e3,6,7,f0*f1*f3,f0*f2^2,-0.003688602956808334
e3,6,8,f0*f1*f3,f0*f2*f3,-0.002298592452014749
e3,6,9,f0*f1*f3,f0*f3^2,0.0057213333232401424
e3,6,10,f0*f1*f3,f1^3,-0.0020117083019035283
e3,6,11,f0*f1*f3,f1^2*f2,-0.0065324377209042776
e3,6,12,f0*f1*f3,f1^2*f3,0.0011948964019852092
e3,6,13,f0*f1*f3,f1*f2^2,0.004261378056756863
e3,6,14,f0*f1*f3,f1*f2*f3,0.00020982663225373787
e3,6,15,f0*f1*f3,f1*f3^2,0.001326479182432509
e3,6,16,f0*f1*f3,f2^3,-0.0026015557154415755
e3,6,17,f0*f1*f3,f2^2*f3,0.0022979727632960662
e3,6,18,f0*f1*f3,f2*f3^2,-0.0022092948466198845
e3,6,19,f0*f1*f3,f3^3,-0.001440746420851975
e3,7,0,f0*f2^2,f0^3,-0.002096791799589851
e3,7,1,f0*f2^2,f0^2*f1,-0.0015643652328327636
e3,7,2,f0*f2^2,f0^2*f2,-0.0009666231485893532
e3,7,3,f0*f2^2,f0^2*f3,5.6680148170772106e-05
e3,7,4,f0*f2^2,f0*f1^2,-0.0056221389432121426
e3,7,5,f0*f2^2,f0*f1*f2,0.002844355421885339
e3,7,6,f0*f2^2,f0*f1*f3,-0.003688602956808334
e3,7,7,f0*f2^2,f0*f2^2,0.015617211704975108
e3,7,8,f0*f2^2,f0*f2*f3,0.006812505272831335
e3,7,9,f0*f2^2,f0*f3^2,-0.00545415941892093
e3,7,10,f0*f2^2,f1^3,0.0013470566556011698
e3,7,11,f0*f2^2,f1^2*f2,0.001887486940825015
e3,7,12,f0*f2^2,f1^2*f3,4.612948817150882e-05
e3,7,13,f0*f2^2,f1*f2^2,-0.00021326381866905236
e3,7,14,f0*f2^2,f1*f2*f3,0.007724669893736188
e3,7,15,f0*f2^2,f1*f3^2,-0.002694746562979405
e3,7,16,f0*f2^2,f2^3,2.8497335342404384e-18
e3,7,17,f0*f2^2,f2^2*f3,0.0005096360071700064
e3,7,18,f0*f2^2,f2*f3^2,0.0008626509112833449
e3,7,19,f0*f2^2,f3^3,-0.00023997253080457922
e3,8,0,f0*f2*f3,f0^3,0.000971580432071937
e3,8,1,f0*f2*f3,f0^2*f1,-0.005926227749020796
e3,8,2,f0*f2*f3,f0^2*f2,-0.0014176997390582856
e3,8,3,f0*f2*f3,f0^2*f3,-0.0025578633093267193
e3,8,4,f0*f2*f3,f0*f1^2,0.0009032488134845739
e3,8,5,f0*f2*f3,f0*f1*f2,0.01341361708596791
e3,8,6,f0*f2*f3,f0*f1*f3,-0.002298592452014749
e3,8,7,f0*f2*f3,f0*f2^2,0.006812505272831335
e3,8,8,f0*f2*f3,f0*f2*f3,0.06556383419489745
e3,8,9,f0*f2*f3,f0*f3^2,0.003662709715538163
e3,8,10,f0*f2*f3,f1^3,-0.010125272834886167
e3,8,11,f0*f2*f3,f1^2*f2,0.0017202423769207646
e3,8,12,f0*f2*f3,f1^2*f3,-0.001828226302592551
e3,8,13,f0*f2*f3,f1*f2^2,0.006131483602760965
e3,8,14,f0*f2*f3,f1*f2*f3,-0.0028590485413145664
e3,8,15,f0*f2*f3,f1*f3^2,0.010469698772070633
e3,8,16,f0*f2*f3,f2^3,-0.0005715868986483869
e3,8,17,f0*f2*f3,f2^2*f3,-0.0020217790740536617
e3,8,18,f0*f2*f3,f2*f3^2,0.001627262505143799
e3,8,19,f0*f2*f3,f3^3,0.003638189217296285
e3,9,0,f0*f3^2,f0^3,0.003505260504265764
e3,9,1,f0*f3^2,f0^2*f1,-0.0028428466287864092
e3,9,2,f0*f3^2,f0^2*f2,0.0034153771928088746
e3,9,3,f0*f3^2,f0^2*f3,0.0010742618307622383
e3,9,4,f0*f3^2,f0*f1^2,-0.00896946379114803
e3,9,5,f0*f3^2,f0*f1*f2,0.007507852607366115
e3,9,6,f0*f3^2,f0*f1*f3,0.0057213333232401424
e3,9,7,f0*f3^2,f0*f2^2,-0.00545415941892093
e3,9,8,f0*f3^2,f0*f2*f3,0.003662709715538163
e3,9,9,f0*f3^2,f0*f3^2,0.019831287006507145
e3,9,10,f0*f3^2,f1^3,0.0006001718466287546
e3,9,11,f0*f3^2,f1^2*f2,-0.002141285323796193
e3,9,12,f0*f3^2,f1^2*f3,-0.003863763807062687
e3,9,13,f0*f3^2,f1*f2^2,-0.001915821137498538
e3,9,14,f0*f3^2,f1*f2*f3,-0.0018520518793566137
e3,9,15,f0*f3^2,f1*f3^2,0.0015559836581801013
e3,9,16,f0*f3^2,f2^3,0.0023373179402061163
e3,9,17,f0*f3^2,f2^2*f3,-0.00142816456545785
e3,9,18,f0*f3^2,f2*f3^2,-0.002511362463663309
e3,9,19,f0*f3^2,f3^3,5.7425184707747313e-05
e3,10,0,f1^3,f0^3,-0.0019507417701702407
e3,10,1,f1^3,f0^2*f1,-0.004678806874702086
e3,10,2,f1^3,f0^2*f2,0.0025445574183094
e3,10,3,f1^3,f0^2*f3,0.0005772110591761644
e3,10,4,f1^3,f0*f1^2,6.076843460118587e-05
e3,10,5,f1^3,f0*f1*f2,-0.0008939277235819797
e3,10,6,f1^3,f0*f1*f3,-0.0020117083019035283
e3,10,7,f1^3,f0*f2^2,0.0013470566556011698
e3,10,8,f1^3,f0*f2*f3,-0.010125272834886167
e3,10,9,f1^3,f0*f3^2,0.0006001718466287546
e3,10,10,f1^3,f1^3,0.0049906431140398924
e3,10,11,f1^3,f1^2*f2,-0.00021037864558955967
e3,10,12,f1^3,f1^2*f3,-0.0012259329090487056
e3,10,13,f1^3,f1*f2^2,-0.0026938025601330575
e3,10,14,f1^3,f1*f2*f3,0.002112349428670969
e3,10,15,f1^3,f1*f3^2,-0.004330387267629256
e3,10,16,f1^3,f2^3,0.0002517728609473141
e3,10,17,f1^3,f2^2*f3,-0.00044114654021896305
e3,10,18,f1^3,f2*f3^2,-0.0006164540735525548
e3,10,19,f1^3,f3^3,0.00018881340370418894
e3,11,0,f1^2*f2,f0^3,0.0005491196732144049
e3,11,1,f1^2*f2,f0^2*f1,-0.0007901972530203735
e3,11,2,f1^2*f2,f0^2*f2,-0.005221372249433718
e3,11,3,f1^2*f2,f0^2*f3,0.00333987133184406
e3,11,4,f1^2*f2,f0*f1^2,0.0011520325712219206
e3,11,5,f1^2*f2,f0*f1*f2,-0.0023005565508862277
e3,11,6,f1^2*f2,f0*f1*f3,-0.0065324377209042776
e3,11,7,f1^2*f2,f0*f2^2,0.001887486940825015
e3,11,8,f1^2*f2,f0*f2*f3,0.0017202423769207646
e3,11,9,f1^2*f2,f0*f3^2,-0.002141285323796193
e3,11,10,f1^2*f2,f1^3,-0.00021037864558955967
e3,11,11,f1^2*f2,f1^2*f2,0.025183346844402675
e3,11,12,f1^2*f2,f1^2*f3,-0.00317943626096271
e3,11,13,f1^2*f2,f1*f2^2,-0.00044981810779641654
e3,11,14,f1^2*f2,f1*f2*f3,-0.003504346581844037
e3,11,15,f1^2*f2,f1*f3^2,0.0034278775846398064
e3,11,16,f1^2*f2,f2^3,-0.003873658054173235
e3,11,17,f1^2*f2,f2^2*f3,-0.0018045690509547161
e3,11,18,f1^2*f2,f2*f3^2,0.0026257180142791763
e3,11,19,f1^2*f2,f3^3,0.0005843293355350895
e3,12,0,f1^2*f3,f0^3,0.000554046943703226
e3,12,1,f1^2*f3,f0^2*f1,0.0035568194123779804
e3,12,2,f1^2*f3,f0^2*f2,-0.0011820516279533668
e3,12,3,f1^2*f3,f0^2*f3,0.0034603143547725992
e3,12,4,f1^2*f3,f0*f1^2,0.001787652852399545
e3,12,5,f1^2*f3,f0*f1*f2,0.025972701124552054
e3,12,6,f1^2*f3,f0*f1*f3,0.0011948964019852092
e3,12,7,f1^2*f3,f0*f2^2,4.612948817150882e-05
e3,12,8,f1^2*f3,f0*f2*f3,-0.001828226302592551
e3,12,9,f1^2*f3,f0*f3^2,-0.003863763807062687
e3,12,10,f1^2*f3,f1^3,-0.0012259329090487056
e3,12,11,f1^2*f3,f1^2*f2,-0.00317943626096271
e3,12,12,f1^2*f3,f1^2*f3,0.02619829156604415
e3,12,13,f1^2*f3,f1*f2^2,0.0010864793252757703
e3,12,14,f1^2*f3,f1*f2*f3,-0.004732088667190667
e3,12,15,f1^2*f3,f1*f3^2,-0.00022581167997612654
e3,12,16,f1^2*f3,f2^3,0.0007641777032109526
e3,12,17,f1^2*f3,f2^2*f3,-0.0060960161295952895
e3,12,18,f1^2*f3,f2*f3^2,0.0024136904704276517
e3,12,19,f1^2*f3,f3^3,-0.005995248105738684
e3,13,0,f1*f2^2,f0^3,2.698430530722823e-05
e3,13,1,f1*f2^2,f0^2*f1,0.002058920663727048
e3,13,2,f1*f2^2,f0^2*f2,-0.00020115133444803632
e3,13,3,f1*f2^2,f0^2*f3,-0.002580053658625026
e3,13,4,f1*f2^2,f0*f1^2,0.0010935143774175894
e3,13,5,f1*f2^2,f0*f1*f2,0.0017686654846350142
e3,13,6,f1*f2^2,f0*f1*f3,0.004261378056756863
e3,13,7,f1*f2^2,f0*f2^2,-0.00021326381866905236
e3,13,8,f1*f2^2,f0*f2*f3,0.006131483602760965
e3,13,9,f1*f2^2,f0*f3^2,-0.001915821137498538
e3,13,10,f1*f2^2,f1^3,-0.0026938025601330575
e3,13,11,f1*f2^2,f1^2*f2,-0.00044981810779641654
e3,13,12,f1*f2^2,f1^2*f3,0.0010864793252757703
e3,13,13,f1*f2^2,f1*f2^2,0.027276445585280813
e3,13,14,f1*f2^2,f1*f2*f3,1.64795443088556e-06
e3,13,15,f1*f2^2,f1*f3^2,-0.0014306519375821068
e3,13,16,f1*f2^2,f2^3,-1.7482292940491218e-17
e3,13,17,f1*f2^2,f2^2*f3,-0.0037505339384432852
e3,13,18,f1*f2^2,f2*f3^2,-0.005734132725731722
e3,13,19,f1*f2^2,f3^3,0.0009667880384369559
e3,14,0,f1*f2*f3,f0^3,-0.0015440482699501023
e3,14,1,f1*f2*f3,f0^2*f1,-0.0058582111294507985
e3,14,2,f1*f2*f3,f0^2*f2,-0.004496062390159771
e3,14,3,f1*f2*f3,f0^2*f3,-0.0027119475225550562
e3,14,4,f1*f2*f3,f0*f1^2,-0.008198863299420888
e3,14,5,f1*f2*f3,f0*f1*f2,-0.001964446751874304
e3,14,6,f1*f2*f3,f0*f1*f3,0.00020982663225373787
e3,14,7,f1*f2*f3,f0*f2^2,0.007724669893736188
e3,14,8,f1*f2*f3,f0*f2*f3,-0.0028590485413145664
e3,14,9,f1*f2*f3,f0*f3^2,-0.0018520518793566137
e3,14,10,f1*f2*f3,f1^3,0.002112349428670969
e3,14,11,f1*f2*f3,f1^2*f2,-0.003504346581844037
e3,14,12,f1*f2*f3,f1^2*f3,-0.004732088667190667
e3,14,13,f1*f2*f3,f1*f2^2,1.64795443088556e-06
e3,14,14,f1*f2*f3,f1*f2*f3,0.04825300136873453
e3,14,15,f1*f2*f3,f1*f3^2,-0.004767647457733068
e3,14,16,f1*f2*f3,f2^3,0.001513389256242921
e3,14,17,f1*f2*f3,f2^2*f3,0.005761544988755686
e3,14,18,f1*f2*f3,f2*f3^2,-0.005104255392455622
e3,14,19,f1*f2*f3,f3^3,-0.0020760887469602595
e3,15,0,f1*f3^2,f0^3,0.004752894058988761
e3,15,1,f1*f3^2,f0^2*f1,-0.0016834836333168447
e3,15,2,f1*f3^2,f0^2*f2,-0.0037249077100827664
e3,15,3,f1*f3^2,f0^2*f3,-0.0015885135947079794
e3,15,4,f1*f3^2,f0*f1^2,-0.0016479099834599451
e3,15,5,f1*f3^2,f0*f1*f2,-0.0016967552602555737
e3,15,6,f1*f3^2,f0*f1*f3,0.001326479182432509
e3,15,7,f1*f3^2,f0*f2^2,-0.002694746562979405
e3,15,8,f1*f3^2,f0*f2*f3,0.010469698772070633
e3,15,9,f1*f3^2,f0*f3^2,0.0015559836581801013
e3,15,10,f1*f3^2,f1^3,-0.004330387267629256
e3,15,11,f1*f3^2,f1^2*f2,0.0034278775846398064
e3,15,12,f1*f3^2,f1^2*f3,-0.00022581167997612654
e3,15,13,f1*f3^2,f1*f2^2,-0.0014306519375821068
e3,15,14,f1*f3^2,f1*f2*f3,-0.004767647457733068
e3,15,15,f1*f3^2,f1*f3^2,0.02946002855569152
e3,15,16,f1*f3^2,f2^3,-0.0018374673851870406
e3,15,17,f1*f3^2,f2^2*f3,0.0026614212152784467
e3,15,18,f1*f3^2,f2*f3^2,0.0005454122689683061
e3,15,19,f1*f3^2,f3^3,0.0011886569268465391
e3,16,0,f2^3,f0^3,0.0004923435270294508
e3,16,1,f2^3,f0^2*f1,-0.00023901322472729222
e3,16,2,f2^3,f0^2*f2,-2.071093417214742e-05
e3,16,3,f2^3,f0^2*f3,0.001811477695618576
e3,16,4,f2^3,f0*f1^2,-0.0034115033382160933
e3,16,5,f2^3,f0*f1*f2,0.00032282350476987805
e3,16,6,f2^3,f0*f1*f3,-0.0026015557154415755
e3,16,7,f2^3,f0*f2^2,2.8497335342404384e-18
e3,16,8,f2^3,f0*f2*f3,-0.0005715868986483869
e3,16,9,f2^3,f0*f3^2,0.0023373179402061163
e3,16,10,f2^3,f1^3,0.0002517728609473141
e3,16,11,f2^3,f1^2*f2,-0.003873658054173235
e3,16,12,f2^3,f1^2*f3,0.0007641777032109526
e3,16,13,f2^3,f1*f2^2,-1.7482292940491218e-17
e3,16,14,f2^3,f1*f2*f3,0.001513389256242921
e3,16,15,f2^3,f1*f3^2,-0.0018374673851870406
e3,16,16,f2^3,f2^3,0.004521122685184164
e3,16,17,f2^3,f2^2*f3,-1.467170799927734e-17
e3,16,18,f2^3,f2*f3^2,-0.005655658420916452
e3,16,19,f2^3,f3^3,-0.0008557242436040628
e3,17,0,f2^2*f3,f0^3,0.001338102244190394
e3,17,1,f2^2*f3,f0^2*f1,-0.0034795976929391805
